yourlist:M20210221A94466D2655679D1FD8953E075198DA8046206A	Entry
285335	Q4G0N8
9669	O60841
9669	Q8N5A0
182	P78504
182	Q99740
22915	Q13201
22862	Q9Y2H6
22862	A0A024RDT9
22862	A0A024RDV5
10114	Q9H422
10114	A8KAE4
8897	Q13615
8897	A0A024R1I2
23450	Q15393
23450	A8K6V3
5800	Q16827
5800	A0A024RAS0
5800	A0A024RAS9
9887	Q92540
9887	E9PD50
9887	Q6TV06
23236	Q9NQ66
4124	Q16706
9839	O60315
9924	Q504Q3
3321	O75054
27145	Q7Z7B0
23426	Q9Y3R0
1834	Q9NZW4
155435	Q96EV2
92126	Q8IZU8
9110	Q9NYA4
8458	Q9UNY4
107	Q08828
107	C9J1J0
392862	A4D2P6
392862	C9JNS8
55809	Q96PN7
55809	Q05GC8
90134	Q9NS40
91752	Q7Z570
80169	Q2NKJ3
54806	Q8N157
54806	Q8NER0
221178	Q96N96
221178	A0A024RDM6
221178	B4DMC2
221178	E9PFR9
64778	Q53EP0
22837	Q53SF7
22837	A0A0D9SG04
22837	B7Z2P5
8943	O14617
57512	Q5T848
5332	Q15147
4261	P33076
4261	A0A087X2I7
4261	A0A0B4J1S1
4261	Q66X48
9666	Q86Y13
127731	Q5TIE3
22872	O94979
22872	A0A024RDH6
22872	A1LU61
4846	P29474
4846	A0S0A6
9509	O95450
4302	P55198
64753	Q96JN2
64753	A0A024R758
10021	Q9Y3Q4
253461	Q8NAP3
253461	Q9H6F0
171019	Q8TE59
171019	A0A1X7SBR9
85449	Q5JYT7
282996	Q5T481
9508	O15072
9508	B7Z2U9
9508	Q96AY5
283659	Q2VWP7
57142	Q9NQC3
57710	Q5VZ46
81545	Q6PIJ6
81545	Q6AZE0
57510	Q9HAV4
6904	Q9BTW9
57130	Q9HD20
57130	A0A024R7N2
153090	Q5VWQ8
29109	Q9Y613
29109	A0A068F7M9
55761	Q96AE7
55761	Q49A97
55761	Q6MZP1
23189	Q14678
51294	Q9NPG4
25894	Q58EX7
25894	A0A024R6X4
8541	O75145
79728	Q86YC2
79728	H3BN63
80014	Q6AWC2
9654	Q14679
9654	A0A024R424
9181	Q92974
9181	A0A5F9ZI21
57530	Q9P2M7
3635	Q92835
8502	Q99569
57513	Q8WXE0
10615	Q96R06
23307	Q5T1M5
23063	Q7Z5K2
23063	A8K273
23063	B2RTX8
25841	Q8N961
10592	O95347
10592	A0A024R158
10592	A8K984
10592	B3KMB1
10592	B7ZLZ7
10592	Q05BV1
10592	Q05D74
10592	Q6IPS5
10592	Q7Z2X1
3918	Q13753
440073	Q9UPP2
5784	Q15678
5784	A8K6H6
54542	Q9HBD1
54542	A0A024R899
116986	Q99490
116986	A0A024RB55
116986	F8VVT9
22801	Q9UKX5
22801	B3KTN6
55806	O43593
84159	Q14865
54456	Q9BXT6
5330	Q00722
5330	Q59F77
5330	Q9BVT6
22992	Q9Y2K7
22992	I3VM53
22992	I3VM54
10443	Q92802
10443	A0A024RDV2
10443	B4DPY1
10443	Q9Y3H6
57569	Q9P2F6
81624	Q9NSV4
81624	B4DPV3
54551	Q9UJ55
63897	Q6AI08
23774	O95696
23774	A0A024R4V5
23774	A0A024R4W4
23774	Q59G93
1822	P54259
1822	Q86V38
27	P42684
8483	O75339
10198	Q99550
3679	Q13683
3679	Q4LE35
57539	Q9P2L0
11180	Q9NNW5
11180	A0A087X295
11180	B3KRR8
11180	B4E256
11180	E9PDU5
11180	Q9H9M3
9843	Q9BQS7
9843	A0A0C4DG76
9843	E7ES21
57549	Q9P2J2
3673	P17301
3672	P56199
9414	Q9UDY2
9414	B7Z2R3
9414	B7Z954
5091	P11498
5091	A0A024R5C5
23200	Q9Y2G3
23200	B4DKX1
23200	B4E3T1
8515	O75578
8515	B4E282
25943	Q5TEA3
25943	Q0IIP3
56981	Q9NQV5
56981	A0A087WWZ6
91662	P59046
56165	Q9BXT4
56165	A0A140VJW6
56165	H9KV63
3682	P38570
51520	Q9P2J5
51520	A0A6I8PL42
51520	B4DER1
51520	B4E266
9858	Q5T8A7
103	P55265
5431	P30876
5431	B4DH29
5431	B4DHJ3
5431	C9J2Y9
23526	Q92619
23526	B3KVA9
23526	B3KXW7
23526	F5H1R4
23526	K7ES92
23526	K7ES98
23526	Q8IYN3
23325	Q2M389
23325	A0A087X256
23325	B7ZKT9
745	Q9Y2G1
9646	Q6PD62
63977	P57071
63977	E7ER26
3914	Q13751
3914	A0A0S2Z3R6
144406	Q8TBY9
146177	A6NCI4
51479	Q9P2R3
51479	B3KPZ0
83990	Q9BX63
7057	P07996
4152	Q9UIS9
4152	A8K654
4152	B4DI41
4152	B4DUR3
29850	Q9NZQ8
7058	P35442
79830	Q5SVZ6
79830	A0A1B0GXA6
79830	B4DSJ9
79830	Q9H5R2
165	Q8IUX7
643641	O60290
285220	Q9UF33
285220	A0A0B4J1T8
285220	B3KS12
285220	Q6UWM0
23161	Q9Y5W8
23161	A0A024R9Z9
23161	Q86XC4
55719	Q8IX21
23294	Q92625
23294	Q05CP0
3757	Q12809
3757	A0A090N7W1
3757	A0A090N7X5
3757	A0A090N8Q0
3757	Q15BH2
3683	P20701
3683	B2RAL6
7917	P46379
7917	A0A1U9X7A6
27125	Q9UHB7
170961	Q8TF21
84626	A5PL33
84626	A0A0C4DH65
96459	Q8TF40
96459	J3KNG8
152110	Q6ZWH5
152110	A0A650C2C8
152110	Q8N774
25851	Q7Z6L1
55035	Q76FK4
55035	A6H8Z4
7579	P17040
27253	O14917
9187	O60721
9187	B4DUG1
9187	B4E1W0
9187	F5H127
9187	F5H483
4135	Q96JE9
57501	Q9ULG3
92235	Q5VZP5
116987	Q9UPQ3
116987	B2RZG9
116987	X5D293
9897	Q12768
9897	E7EQI7
3716	P23458
3716	Q6P669
7248	Q92574
7248	A0A2R8Y5S3
7248	Q32NF0
7248	Q86WV8
7248	X5D9D2
341208	Q6MZM0
11138	O95759
11138	J3KQ40
4684	P13591
4684	A0A087WWD4
8204	P48552
8204	A8K171
4843	P35228
55746	Q8WUM0
5788	P08575
5788	M9MML4
11005	Q9NQ38
55051	Q9H7Z3
8028	P55197
8028	Q59EQ6
8028	Q6N002
57647	Q8IY37
118987	Q8NEN9
84433	Q9BXL7
84433	A0A024R854
84433	Q8TES3
29761	Q9UHP3
5981	P35251
79632	Q8NB25
79632	H7BY63
79632	Q6P9G8
25	P00519
25	A0A024R8E2
25	Q59FK4
64328	Q9C0E2
23414	Q8WW38
23414	Q9NPQ0
80728	Q9C0H5
80728	B3KS00
80728	B4DK23
80728	Q6PJQ0
5523	Q06190
85302	Q8TES7
56980	Q9NQV6
9662	Q66GS9
55749	Q8IX12
284525	Q5TAH2
284525	B3KXW8
6497	P12755
729475	Q09MP3
129049	Q2NKQ1
129049	A0A087X241
9254	Q9NY47
9254	C9JE82
54443	Q9NQW6
54443	A0A024RA49
54443	A8K5D9
8525	Q13574
9889	O75132
54467	Q9P2G1
340267	Q2UY09
83696	Q96Q05
65083	Q9H6R4
10117	Q9NRM1
9704	Q14147
22850	Q6IQ32
22850	A0A024R377
157855	A8MYU2
26054	Q9GZR1
26054	B3KMM0
26054	F8W6D9
109	O60266
109	A0A0A0MSC1
109	B7ZLX9
57526	Q8TAB3
57526	B3KU71
57466	O95104
23040	Q9UL68
23040	A0A2R8YF72
23040	A0A3B3IRM3
23040	A0A3B3IRX5
23040	A0A3B3IS14
23040	A0A3B3IS61
23040	A0A3B3ISW5
6721	Q12772
6721	A0A024R1Q0
57646	Q96RU2
57646	B4E3L3
10014	Q9UQL6
90627	Q9Y3M8
90627	A0A024RDV4
90627	B2R789
90627	B3KRK6
4606	Q14324
4606	A0A140VJQ0
1642	Q16531
54892	Q86XI2
54892	B3KRQ2
84465	A6BM72
5934	Q08999
7075	P35590
7075	B4DTW8
254394	Q9NXL9
254394	A0A0S2Z662
146183	Q7RTW8
146183	Q05BM7
6650	O75808
124739	Q70EL4
23431	Q9UPM8
23431	B4DM48
55833	Q5T6F2
55833	B4DH66
55833	B7Z7P2
55833	Q9P0H6
57591	Q969V6
57591	A4FUJ8
57591	E7ER32
57591	W0Z7M9
6764	P78524
4430	O43795
4430	B0I1S9
4430	E9PDF6
92797	Q8NG08
7414	P18206
7414	A0A024QZN4
7414	B3KXA2
7414	V9HWK2
7159	Q13625
9898	Q14157
9898	B4DYY5
9898	F8W726
84466	Q96KG7
84172	Q9H9Y6
84172	B7Z1W6
54510	Q9HCL0
54510	Q5HYG2
256646	Q86Y26
29855	Q9NPG3
60684	Q7Z392
23518	Q15032
55703	Q9NW08
55703	Q7Z3R8
149041	Q5TC82
149041	B7ZMB3
149041	B9EGU6
23231	Q68CR1
23231	A0A024R9V3
9644	Q5TCZ1
9644	B3KPL1
22876	Q9Y2H2
22876	A0A3B3ITL0
3717	O60674
3717	A8K910
3717	B4DYV1
84720	Q8TEQ8
4799	Q12986
1310	Q14993
11099	Q16825
7015	O14746
11259	Q4L180
11234	Q9UPZ3
9759	P56524
50807	Q9ULH1
50807	A0A0A0MRE5
79631	Q7Z2Z2
55852	Q8IWB9
752	O95466
55036	Q4G0X9
5976	Q92900
5976	A0A024R7L5
5976	A0A024R7L8
5976	B3KY55
11169	O75717
57496	Q9ULH7
5139	Q14432
51592	Q9UPN9
51592	B3KN30
81794	Q9H324
81794	A0A0A0MQW6
81794	Q59FE5
81794	Q6ZN14
84441	Q8IZL2
7010	Q02763
7010	Q59HG2
11346	Q8N3V7
55727	Q9P203
23214	Q96QU8
118491	Q5T0N1
118491	A0A087WSW1
9113	O95835
6935	P37275
6935	B2RBI8
6935	B4DGU2
158763	Q6ZRI8
10147	Q8IX01
10147	A8K5G0
10147	M0R2Z9
85462	Q9C0D6
23309	O75182
23309	B7Z392
23309	M0QYC5
170691	Q8TE56
23085	Q8IUD2
23085	G8JLD3
23085	X6RLX0
121601	Q32M45
121601	A0A2R8Y532
121601	B7Z9Z0
1982	P78344
1982	Q2TU89
123624	Q96MI9
10180	P78332
10180	A8K6Q4
10180	E9PGM9
55698	Q96JH8
54885	Q0IIM8
121227	Q6UXM1
121227	C9K080
132949	Q4L235
132949	B4DFZ3
132949	B4E195
132949	B4E2K0
132949	B7ZAI1
132949	R4GNB1
4437	P20585
23384	Q69YQ0
23384	B2RMV2
55132	Q659C4
55132	A0A3B3ISF0
55132	A0A3B3IT29
55132	G3V0E9
108	Q08462
108	Q71UM8
54877	Q9C0B9
54877	Q9BRD4
1829	Q14126
47	P53396
47	A0A024R1T9
47	A0A024R1Y2
47	Q4LE36
4661	Q01538
9632	P53992
9632	A0A024QZM6
55589	Q9NSY1
5506	Q16821
10915	O14776
9451	Q9NZJ5
9451	B3KY45
9451	Q68DI6
11174	Q9UKP5
11174	Q5IR90
23030	O94953
23030	A0A0C4DFL8
23030	F5GX28
79820	Q9H7T0
79820	B3KWW9
91653	Q9BWV1
91653	Q96DN7
27043	Q8IZL8
27043	B4DEX7
27043	B4DR36
27043	C9JFV4
27043	E7EV54
116443	Q8TCU5
9734	Q9UKV0
9734	B7Z3P7
5140	Q13370
5140	A7E2E5
89910	Q7Z3V4
89910	A0A024RBI2
23196	Q9NZB2
5979	P07949
5979	A0A024R7T2
23101	Q86YR7
781	P54289
781	E7ERK3
781	Q9UIU0
54532	Q70EK8
54532	Q9H9I0
154810	Q8IY63
154810	A0A024R3A6
9258	Q9Y4C4
10188	Q07912
10188	A0A499FJ16
10188	A0A5F9ZGX5
10188	A0A5F9ZHJ2
10188	B3KXJ4
10188	C9J1X3
84073	Q8TBZ2
84073	A0A140VK87
84073	B4DZQ1
10802	O95486
10802	B4E205
9719	Q86TH1
5747	Q05397
5747	Q59GM6
5747	Q59GN8
5747	Q658W2
22994	Q9UPN4
22994	I3L2J8
3000	Q02846
57600	Q9P278
121551	A6QL63
121551	B3KVD0
121551	B3KXB0
339965	Q5M9N0
23213	Q8IWU6
23213	A0A024R809
55534	Q96JK9
55534	Q9NPV6
54726	Q01804
5337	Q13393
5337	Q59EA4
9682	O75164
5257	Q93100
124842	Q6IEE7
23344	Q9BSJ8
23344	A0A024RB16
23344	A0A024RB17
23286	Q8IX03
5159	P09619
5159	Q59F04
56204	Q32MH5
140699	Q9H579
140699	Q0P682
140699	Q6PF12
5424	P28340
5424	A0A024R4F4
5424	A0A087WYJ2
5424	M0R2B7
5424	Q308M6
5424	Q59FA0
55911	Q0VD83
2735	P08151
2735	B4DNF7
9658	Q92618
9658	Q2YDX2
131096	Q96L42
23137	Q8IY18
3678	P08648
3678	B2R627
79054	Q7Z2W7
79054	W8DTH1
3718	P52333
3718	A0A024R7M7
256764	Q3MJ13
256764	A0A087WTC3
9922	Q6DN90
9922	A0A0C4DGT3
9922	B4DGC5
114790	Q8N1F8
284058	Q7Z3B3
284058	A0A024R9Y2
284058	A0A1W2PRB5
221806	Q8N2E2
4293	P80192
4293	A0A087WW79
4293	B4DZC4
4293	G3V347
4293	J3KPI6
4293	Q8NEB1
7874	Q93009
7874	B7Z855
7874	B7ZAX6
7874	Q6U8A4
10749	O43896
5294	P48736
5294	A0A024R720
5294	A8K9G9
9728	Q93073
9728	A0A024R5R0
23394	Q9H2P0
23394	Q6DHZ8
57602	Q9P275
57602	A0A024R8V6
5989	P22670
91748	Q6PJG2
91748	A0A024R689
91748	A0A1C7CYX1
23243	O15084
23243	A0A024R2I9
9750	Q9Y4F9
9750	A0A024QZY9
9750	A0A024R028
9750	A0A2R8Y7B3
9750	A0A2R8YEE0
9750	B7Z5J9
9750	B7Z6D6
9750	B7Z6U4
9750	F5GX51
9750	F5H029
145508	Q6ZU80
145508	Q86TS1
11273	Q8WWM7
11273	H3BUF6
5253	O75151
342346	A6NNT2
284992	Q8NCX0
284992	B4DZ03
284992	B8ZZI4
201294	Q70J99
23424	Q8NHU6
79677	Q96SB8
79677	A0A2S1ZR87
57562	Q9P2H0
126206	P59047
9754	Q92502
29775	Q9BWT7
23367	Q6PKG0
6297	Q9Y467
6297	B4DK65
6297	E7EW59
2984	P25092
257106	Q7Z6I6
257106	A0A0A0MRJ8
257106	A0A0A0MRJ9
9208	Q32MZ4
9208	A0A0F7NGI8
9208	B4DPC0
10208	Q5W0Q7
10208	A8K1B1
10208	B3KQ64
338323	Q86W24
113	P51828
113	B3KSJ0
113	F5H4D1
113	Q86YI0
360200	Q7Z410
360200	A0A3B3IU58
360200	Q0X0F2
79613	Q9C0B7
79613	B3KTB6
124565	Q9HBR0
196883	Q8NFM4
196883	Q86TZ7
6559	P55017
6559	J3QSS1
54954	Q9NX05
54954	F8W881
9675	O43156
7110	P82094
7110	A0A024R370
7110	Q6PII6
5651	P98073
3655	P23229
4920	Q01974
342125	Q7Z5M5
26018	Q96JA1
5998	P49796
5998	A0A024R831
5998	A0A024R833
5998	A0A024R841
5998	B3KVT7
5998	B3KWG8
5998	H7BXY1
5998	Q53GP3
5156	P16234
9026	O75146
9026	B3KQW8
9026	B4DPL0
27130	Q9Y283
27130	A0A024R153
27130	Q2M1I4
79595	Q9H0E3
79595	A0A2R8YDB8
79595	H7BXF5
79595	Q96DP1
9860	O94898
6829	O00267
54437	Q9P283
54437	A0A3B3IRP9
54437	B7Z2B3
54437	C9JKR3
90853	Q6ZMY3
80031	Q8NFY4
80031	A0A185QE25
9101	P40818
9101	A0A024R5S4
9101	A8K8N5
846	P41180
54796	Q6ZN30
54796	B4DR27
54796	Q5H9S4
9690	Q15386
4744	P12036
9847	Q86YS7
9847	B7ZLK1
10699	Q9Y5Q5
10699	A0A087X1D5
10699	B4E1Y7
10699	B4E2W9
10699	J3KR83
64926	Q86YV0
22880	Q9Y6X9
114795	Q14DG7
9037	Q13591
9037	X5DR95
23368	Q96KQ4
57449	O94827
23174	Q8WYQ9
4882	P20594
9162	O75912
9162	E7EWQ4
9162	E9PFX6
9162	Q59GE2
79711	Q8TEX9
79711	B3KT38
699	O43683
699	B4DYG2
57616	Q63HK5
54106	Q9NR96
5774	P26045
5774	B7Z3V3
5774	B7Z9V1
5774	B7ZA03
5774	Q8N4S3
55691	Q9P2Q2
55691	Q9NW91
84893	Q8NFZ0
84893	B3KV95
84893	F6UZG9
84893	Q2TAK1
154796	Q4VCS5
23506	Q6AI39
84253	Q5VVW2
84253	B4DH81
4308	Q7Z4N2
57648	Q9P206
9147	O60524
283373	Q8NB46
283373	B3KWN0
51564	Q8WUI4
55201	Q66K74
91526	Q8N8A2
91526	B7Z6Z7
353299	A5PLK6
85460	Q9C0D4
10194	Q6ZSZ6
10194	A7YF73
23416	Q9ULD8
8408	O75385
84034	Q9BXX0
9228	A0A1B0GTN4
4775	Q12968
4775	B5B2S0
4775	B5B2S1
84196	Q86UV5
57178	Q9ULJ6
57178	A0A024QZN6
57178	A0JLS3
27146	Q9ULE4
7514	O14980
7514	B3KWD0
9710	O15063
5291	P42338
5291	B4DER4
5291	B4DZI3
5754	Q13308
84083	Q5FWF4
84083	F5GYN7
65981	Q6IMN6
54507	Q6UY14
54507	A0A669KBE7
54507	B7ZMJ3
54507	Q9UFG7
5100	O95206
5100	A0A024QZ94
64780	Q8TDZ2
23637	Q9Y3P9
5290	P42336
5290	Q4LE51
92521	Q5M775
92521	A0A024QYY9
92521	B4DW07
92521	B4E2A4
162282	Q8N957
162282	H3BM45
80164	Q9H6K5
57706	Q8TEH3
57706	Q9HCG4
5933	P28749
152503	Q5HYK7
152503	A0A494C1M0
4659	O14974
4659	B2RAH5
9855	O94887
9354	Q14139
9856	Q5VV43
9856	A0A087X0U9
222223	A8MWY0
222223	B4E116
64799	Q86VS3
64799	A0A024R5X4
493860	Q6ZRK6
2618	P22102
2618	Q59HH3
57176	Q5ST30
57176	A0A1U9X9B3
57176	B4DG77
57176	B4E0K6
3675	P26006
3675	A0A140VJM0
113510	Q8TDG4
197358	Q7RTR2
197358	C3VPR7
197358	Q8NF06
83416	Q96RD9
93594	Q96DN5
93594	E7ERK7
29953	Q9UKU6
4123	Q9NTJ4
4123	A0A140VJN9
701	O60566
8516	P53708
8516	B4DN28
23274	Q2KHT3
9842	Q9Y4G2
1763	P51530
59352	Q9HBX8
26750	Q96S38
26750	A0A087X1U5
26750	F5H7T0
26750	F6RJM5
54439	Q9P2N5
57167	Q9UJQ4
6874	O00268
23024	Q9UPQ7
23024	B7Z2I8
23024	B7Z5Q3
23024	B7Z5X9
23024	B7ZAG0
23024	E7ENB6
8241	P98175
8241	A0A0S2Z4W4
8241	A0A0S2Z4X1
8241	Q7Z3D7
3996	Q15334
10153	Q03701
50628	P57678
50628	I3L2C7
50628	Q8WUM5
4881	P16066
4881	A0A140VJE6
8848	Q15714
8848	A0A024RDV8
8848	A0A087X0H8
8848	A8K3Y6
7764	O75362
7764	H0UI66
26091	Q5GLZ8
26091	A0A024QZN8
55236	A0AVT1
55236	A1LT96
26059	O15083
9794	Q92585
84250	Q9BQI6
84250	I6L9F1
3832	P52732
2046	P29322
51284	Q9NYK1
51284	B2R9N9
23081	Q9H3R0
23081	B0QZ60
115752	Q8TF46
27107	O95625
27107	Q59H97
3674	P08514
57666	Q9HCM7
8720	Q14703
55320	Q6P0N0
375316	Q6ZP01
375316	Q8N7S3
133522	Q86YN6
133522	B7ZM40
57337	Q9BQF6
57337	J3QT09
2894	Q9ULK0
2894	A8KAN9
8916	Q15034
8916	B4DK41
8805	O15164
8805	A0A024R784
9705	O60284
9905	O43147
9905	B9A6J3
223075	Q6ZRS4
223075	A0A087WUB1
3685	P06756
3685	L7RXH0
80233	Q0VG06
80233	A4ZI32
84079	Q96NW4
6103	Q92834
49854	Q9ULJ3
49854	Q5H9S0
84451	Q5TCX8
54462	Q9H7U1
11198	Q9Y5B9
80852	Q9C0E4
7461	Q9UDT6
7461	A0A140VJG6
7461	A7E2F7
57556	Q9H2E6
57556	A0A0A0MQU6
2037	O43491
2037	B4DJ76
2037	I6L9B1
2037	Q59FD8
10160	Q9Y4F1
10160	A0A2X0TVY0
10160	C9JME2
6674	Q07617
57575	Q9P2E7
57575	Q9NSR3
57575	X5D999
8473	O15294
8449	O60231
8449	A0A1U9X7L7
8449	B4DZ28
8449	Q5SQH4
55130	Q5T2S8
55130	A0A140VKF7
55130	A0A5F9ZH22
55130	B7Z7A1
55130	B7Z7Y0
56905	Q6ZRI6
5293	O00329
5293	A0A2K8FKV1
23623	Q9BVN2
23623	B4DQB8
4163	P23508
1828	Q02413
4640	Q9UBC5
4640	B2R643
79932	Q8IZA0
5921	P20936
5921	Q59GK3
5896	P15918
3991	Q05469
3991	A8K8W7
2731	P23378
747	Q9Y4D2
6494	Q96FS4
100507290	P0CJ78
10210	Q9NS56
55705	Q96P70
375033	Q5VY43
65123	Q68E01
84640	Q8NB14
84640	B3KSB9
729830	Q05DH4
23517	P42285
23517	Q3MHC9
6900	Q02246
6900	A1L3A3
6900	A1ML24
163589	Q8NAT2
163589	A0A024R910
659	Q13873
132864	Q7Z5Q1
132864	A0A5K1VW61
132864	A0A5K1VW71
132864	A0A5K1VW79
132864	A0A5K1VW93
79811	Q9NWH9
79811	A0A024R5U7
9937	Q6PJP8
29951	Q6ZMN7
29951	B4DGD1
3092	O00291
3092	B4DK46
9706	Q8IYT8
22866	Q8WXI2
22866	A0A2R8Y622
22866	A0A2R8Y700
22866	A0A2R8Y7A1
22866	A0A2U3TZH5
22866	B3KPN2
51232	Q9NZV1
128553	Q9NRE2
51105	A8MW92
51105	A0A0A0MQS0
51105	A0A0A8K9A6
51105	Q9H8G4
84674	Q9BX69
3680	Q13797
3680	Q8N6H6
23150	Q9Y2L6
23150	B3KNA2
23150	E9PGA7
23150	Q6PEW6
3676	P13612
8496	Q86W92
8496	A0A024RB02
9871	O94855
9871	A8K6V0
51191	Q9UII4
51191	B4DXV3
79974	A4D0V7
79974	Q9H6Q5
23544	Q9BYH1
23544	B7ZLJ8
51311	Q9NR97
3993	Q6P1M3
3993	A0PJJ0
3993	J3QRV5
9879	Q7L014
9879	A0A0C4DG89
10531	Q5JRX3
133584	Q63HQ2
54891	Q53TQ3
114548	Q96P20
399671	Q86WZ0
54434	Q8WYL5
83449	Q8TBY8
5662	A5PKW4
5662	Q86YI3
23350	O15042
54972	Q24JP5
116444	O60391
116444	Q5F0I5
64210	Q96T76
55107	Q5XXA6
55107	Q9NW72
51281	Q9P2S6
51281	B5MBY4
51281	J3KPY5
51281	J3KQ21
51281	Q6GPI0
56916	Q9H4L7
56164	Q9BXU1
56164	A0A140VKG1
56164	B3KY91
79364	Q2QGD7
1291	P12109
1291	A0A384P5H7
1292	P12110
1292	A0A384MDP3
2035	P11171
2035	A0A2R8Y7Y3
2035	Q1WWM3
2035	Q29RX4
2035	Q59F12
10313	O95197
10313	A0A024R5C4
7290	P54198
353274	P59923
4012	Q9UIQ6
55226	Q9H0A0
421	O00192
421	C9JJX6
421	E9PDC3
10046	Q13495
23207	Q8IWE5
23207	Q5VVD7
1806	Q12882
161357	Q7Z553
7564	P17020
89887	Q5EBL2
23102	Q9UPU7
23102	B2RTQ2
114791	Q96RT8
55008	Q8IVU3
2902	Q05586
2902	Q59GW0
2902	Q5VSF9
79955	Q9H5P4
79955	A0A2R8Y892
79955	A0A2R8YFN1
27147	Q9ULE3
27147	A2RUF6
22909	Q9Y2M0
57558	Q9P2H5
64062	Q5T8P6
64062	A0A087X0H9
57758	Q9NQ36
57758	B3KS09
10149	Q8IZP9
10149	A8K4P7
10149	Q499H0
64135	Q9BYX4
142678	Q96AX9
2801	Q08379
23360	Q8N3X1
9398	Q93033
10144	O94988
80274	Q8IWY4
80274	A0JP65
80274	Q6ZS56
80274	Q86TI6
2121	P57679
2121	E9PCN4
2121	Q5U3C2
23217	Q9UPR6
8495	Q8ND30
285368	Q5FWE3
3416	P14735
3416	A0A3B3ISG5
3416	B3KSB8
1272	Q12860
1272	A0A024R104
80789	Q6P9B9
64151	Q9BPX3
389333	E7EW31
79875	Q6ZMP0
58484	Q9NPP4
63982	Q9BYT9
63982	A0A5F9ZHL6
63982	B7Z9B9
142	P09874
142	A0A024R3T8
23381	Q9UPR3
152831	Q86Z14
152831	B4DYH5
51230	Q9BVI0
4976	O60313
4976	E5KLJ9
4976	E5KLK0
11117	Q9Y6C2
26524	Q9NRM7
26524	A0A024RDM3
10940	Q99575
10940	Q96F88
222584	Q5T0W9
163782	Q5T7N3
163782	B1ALP6
27436	Q9HC35
27436	B5MBZ0
51194	Q9UI26
116369	Q96RN1
116369	A0A024RCV0
57535	Q6UXG2
57535	B4DLZ2
57535	B4DWM4
353497	Q7Z5Q5
64005	B0I1T2
10529	O76041
10529	Q59FZ8
64127	Q9HC29
64127	A0A286YF65
80012	Q8NDX5
80012	B4E2T1
80012	E7EX82
55699	Q9NSE4
11069	Q8WZA2
11069	B7Z278
9862	O75448
9862	F5GY88
157313	Q69YH5
157313	A8K8Z0
157313	B7Z5Q5
157313	E9PEI0
7804	Q14114
7804	A0A590UJ98
8853	O43150
79890	Q8TB24
79890	Q6NSK7
79890	Q6ZRC2
79890	Q86U22
170506	Q9H2U1
9738	O43303
9711	Q92622
9711	Q8N4U6
6596	Q14527
6596	A0A0C4DGA6
6596	A8K5B6
6596	Q05BZ6
222663	Q8IX30
2185	Q14289
55133	Q8N5C6
161176	Q6ZMZ3
57659	Q9P1Z0
57659	B3KVD4
284656	Q5JZY3
284656	Q4G0R4
284656	Q8N289
2051	O15197
2051	F8WCM8
2051	J3KQU5
10795	Q14587
10795	A0A075B6T9
10795	F5H1T2
10795	F5H670
10795	F5H7L3
10795	K7EQP6
10795	Q2TB61
868	Q13191
868	B3KSS7
868	B4DYP3
868	B7ZAG1
114785	Q96DN6
114785	A0A024RBA3
114785	Q6P0P0
2895	O43424
652991	Q2VWA4
652991	A0A087X0E6
63922	Q8WVB6
4642	O94832
4642	J3KRL0
4642	J3QRN6
4642	Q8N618
57462	Q6NSJ0
4660	O60237
4660	E1CKY7
23144	Q8IXZ2
23246	Q14137
79789	Q96JQ2
79789	Q6NUQ2
57534	Q86YT6
11196	Q9Y6Y8
57673	Q5T5X7
57649	Q96QT6
57649	C9J9G2
220042	Q8IXT1
220042	B4DMA1
148741	Q8N283
148741	B4DFX6
148741	F6XZD3
84343	Q969F9
84343	G5E9V4
55601	Q8IY21
55601	A0A3G9HN97
55601	Q6B0F7
55601	Q9H616
55601	Q9NXV7
91351	Q5H9U9
283358	Q6L9W6
283358	Q8N9V0
54538	Q8WZ75
54538	B4DYV8
4343	Q9HCE1
4343	Q5JR04
53616	Q9P0K1
53616	Q08AL8
56134	Q9Y5I4
54778	Q6ZNA4
54778	A0A024R5T5
3980	P49916
10525	Q9Y4L1
10525	A0A384P5T6
10525	A0A494C039
10525	B3KXH0
10525	B7Z602
10525	B7Z766
10525	Q6IN67
6847	Q15431
6847	A0A024R0I2
6847	A0A087WZC3
6847	B7ZLS9
27124	Q15735
27124	A0A087WVS7
27124	B4DF95
9810	O75150
9810	A8K6K1
6792	O76039
399979	Q92543
399979	B7ZAU9
399979	E9PJV7
399979	E9PLV3
339768	Q6ZVH7
339768	B3KXY4
7156	Q13472
7156	B4DSJ0
1911	P78364
1911	Q6GMQ3
1911	Q6N083
4125	O00754
4125	A8K6A7
10461	Q12866
2969	P78347
2969	A8K9W7
2969	Q499G6
2969	X5D2J9
2969	X5D939
2969	X5DNP5
2969	X5DR09
79092	Q9BXL6
84067	Q8N612
7318	P41226
90523	Q5VWP3
79664	Q659A1
79664	A0A024R5V9
79664	H0YNU9
91147	Q5HYA8
57101	Q9NQ90
57101	F1T0L7
29119	Q9UI47
29119	A8K141
29119	Q8WW10
55656	Q75QN2
22877	Q9HAP2
22906	Q9UPV9
22906	A0A087X0N0
22906	B7Z218
22906	B7ZAE5
6433	Q12872
6433	Q8IV81
401258	Q7Z6P3
4591	O94972
23264	Q9UGR2
23264	A0A024R1N2
2322	P36888
