yourlist:M20210221A94466D2655679D1FD8953E075198DA8046206A	Entry
55422	Q9NQX6
55422	A0A024R4J5
55422	Q68D63
55422	Q71QC4
55422	Q71QC5
55422	Q71QC6
54899	Q7Z7A4
54899	A0A0C4DG95
54899	B4DID9
54899	B4DJD8
54899	B4DJS8
54899	E9PD56
54899	W5RX72
8036	Q9UQ13
10841	O95954
26061	Q9UJ83
26061	B4DXR1
196513	Q8IZD4
196513	B4DVJ6
51279	Q9NZP8
51279	F5GWF3
51279	F5H7C8
51279	Q6P672
347731	Q86VH5
57470	Q8N1G4
51296	Q8IY34
22996	Q5SRH9
22996	A0A0A0MRQ0
22996	A0A140VJY6
22996	B7Z4W9
22996	F6WE04
84928	Q96SK2
84928	A0A140VJX5
11211	Q9ULW2
11211	Q6NSL8
5618	P16471
50512	Q9NZ53
84795	Q8N2H3
9091	Q9BRB3
9091	B2RAU6
55602	Q9NXV6
55602	B3KTW3
55602	J3KNE1
51441	Q9Y5A9
84081	Q9H0G5
84081	A0A024QZ33
84081	B7ZL27
54903	Q9NXB0
54903	A0A0S2Z5Z2
54903	B4DVC5
54903	H0Y2S2
54903	J3KSC6
26147	Q5T6S3
26147	A0A087X169
26147	B7Z887
26147	B7Z8H3
26147	F5H8K3
55010	Q9NWS1
55010	A0A024RBG0
55010	B4DT40
55010	B4DZ31
55010	Q9BZU5
81566	Q9H175
220965	Q8NE31
220965	A8K181
220965	B4DSU7
220965	B7Z2K3
80263	Q9H8W5
57192	Q9GZU1
56339	Q86U44
60482	Q9GZV3
60482	B2RCU2
60482	B4DUU7
60482	Q2T9H3
343702	Q5GH72
203054	Q3MIX3
3587	Q13651
10906	O14545
10906	A0A024RBK4
10645	Q96RR4
10645	A0A024RBP6
10645	A0A024RBP8
10645	A0A024RBQ0
10645	A0A024RBQ3
55262	Q8WVR3
55262	B3KNS5
6296	Q53FZ2
54715	Q9NWB1
54715	A0A6Q8PH77
54715	B7Z1U7
54715	Q59HD3
54715	X5D7T5
54715	X5DNY3
54715	X5DP44
28227	Q9Y5P8
2719	P51654
2719	B4DTD8
2719	I6QTG3
2719	Q53H15
8659	P30038
8659	A0A024RAC7
201163	Q8NFG4
201163	A0A0S2Z5Y7
79695	Q8IXK2
284695	Q5BKZ1
284695	A0A0A0MRN4
55283	Q8TDD5
2166	O00519
2166	Q9UG55
377007	Q0D2K2
51574	Q4G0J3
9546	O96018
663	Q12982
663	J3KN59
9325	Q15650
55802	Q9NPI6
23276	O94889
23276	A0A024R2T4
23276	B4DHW4
1939	P41214
54901	Q5VV42
3267	P52594
3267	A0A0S2Z3Y3
3267	A0A0S2Z3Z1
3267	A0A0S2Z444
3267	A0A0S2Z462
23151	Q6IC98
729025	A6NIM6
8224	O14994
8224	A0A024R1I8
8224	Q17R54
8224	Q59EX7
26007	Q3LXA3
26007	A0A140VJH7
57038	Q5T160
57038	H0UI22
91749	Q5TF39
91749	A0A5F9ZH60
91749	B3KSA1
51604	Q969N2
7056	P07204
83552	Q9BY79
9993	P98153
9993	B7Z3T5
9993	Q5CZ70
9993	Q8IWC8
126375	Q3KQV3
81037	Q96KA5
125488	Q8N584
125488	B7Z3X0
125488	G3V1P2
84656	Q49A26
84656	D3DUE6
84656	Q9NZ78
55167	Q9HCI7
2692	Q02643
2692	A0A090N8Y6
114800	Q96PX6
23315	Q9Y2E8
23315	B4DIX7
671	P17213
10086	C9JL84
132612	Q96M93
132612	A0A140VKH5
166968	Q7Z3K6
50940	Q9HCR9
4999	Q13416
4999	A0A024R411
8317	O00311
8317	A0A384MTU6
8317	B2R6V2
768239	Q6NUJ1
134359	Q8NA72
143098	Q5T2T1
221223	Q6NT32
221223	V9HWK3
89970	Q96DX4
89970	A0A024R6U0
51151	Q9UMX9
51151	A0A076YGN1
51151	A0A076YIB8
51151	D6RGY6
8208	Q13112
23302	Q658N2
256957	A2RTY3
50801	Q9NYG8
50801	A0A024R5C7
50801	Q2YDA1
3738	P22001
1435	P09603
1435	A0A024R0A1
313	P28039
313	A0A087WVT3
268	P03971
10045	Q9BRG2
10045	A8K2M8
2530	Q9BYC5
2530	A8K8P8
2530	Q546E0
6506	P43004
6506	A0A2R8Y4W1
6506	A0A2R8Y860
6506	A0A2R8YFE3
6506	A0A2U3TZS7
6506	A2A2U1
1262	Q8IV77
374897	Q6UWP8
79446	Q64LD2
79446	A0A384NPW5
9248	Q13585
151648	Q5FBB7
151648	A0A024R2J4
151648	B5BUA4
11074	Q9BZY9
11074	Q2L6J1
30061	Q9NP59
146956	Q96AY2
124857	Q8TEU8
124857	C9J6G4
120935	Q502W7
149499	Q8N4P6
149499	A8K8H7
4907	P21589
4907	Q6NZX3
54980	Q9NWW7
79587	Q9HA77
79587	B7Z7E6
220416	Q05C16
220416	A0A6Q8PF72
220416	A0A6Q8PFF0
220416	A0A6Q8PGP9
220416	A0A6Q8PGX1
220416	A0A7D9NKF2
220416	J3KQU2
994	P30305
994	B3KS38
994	B4DIG0
994	B4DQZ3
994	B4DRC3
994	E1YMX4
994	G8JLH2
994	Q6MZW8
29924	Q9Y6I3
29924	A0A024R4S1
373	P36406
9148	O76050
9148	B4DS86
146325	P0CG20
100505591	A6NJW4
84102	Q96JW4
25802	P29536
149647	Q8IYT1
149647	B2RCB4
149647	B3KQ44
149647	B4DXH7
79625	Q8TB73
6095	P35398
6095	A0A0C4DFP5
6095	A0A0C4DG53
3554	P14778
3554	B8ZZW4
10133	Q96CV9
5188	O75879
64219	Q8NG27
6520	P08195
6520	J3KPF3
55154	Q9BUK6
78991	Q8NBM8
85413	Q86VW1
85413	A0A0K0K1K9
8939	Q96I24
8939	A0A024R8A7
6713	Q14534
6713	Q5HYI4
1200	O14773
125931	Q6UY09
51557	Q5TDP6
26010	Q9NUQ6
26010	A0A024R3V0
26010	B8ZZZ7
285180	Q6ZNE9
100506736	Q6IEE8
55106	Q8IYM2
8161	P38432
25900	Q0D2I5
25900	A0A087WZ16
25900	B4DQQ1
25900	Q6P593
25900	Q9Y4M3
340745	A6NDA9
80820	Q7L9B9
161829	Q8NHP7
10038	Q9UGN5
2262	P78333
63978	Q9GZV8
2743	P48167
54813	Q9NXS3
54813	A8K1E0
54813	J3KNY7
257364	Q8WV41
10225	P40200
10225	E9PEJ1
10225	Q8WUE2
7629	P36508
7629	A0A024RCU3
7629	A0A024RCW5
6556	P49279
51768	Q9NS93
11311	Q9NRW7
11311	A0A2R8YE10
11311	B7Z360
11311	B7Z5D4
285555	Q8N412
81031	O95528
164284	Q8NCL9
164284	B4DDQ9
8195	Q9NPJ1
8195	B7Z3W9
23491	Q6UWW8
23491	A0A0C4DFY7
8479	Q9BW71
1536	P04839
1536	A0A0S2Z3S6
4355	Q14168
4355	A0A0A0MRU0
4355	A0A0C4DH75
4355	B4DRL7
4355	B4DZ84
4355	D3DX48
4355	D3DX49
220972	Q5T0T0
220972	A0A024R7U2
55001	Q5TAA0
8999	Q92772
8999	A0A140VJG1
8999	B4DH08
8999	J3KNE8
57626	Q9NR64
57626	B7Z3I8
57626	F5H1J3
57626	Q8TBJ7
146	P25100
146	B0ZBE0
84435	Q86SQ6
26261	O75426
26261	A4D2D3
51172	Q9UK23
64788	Q96S06
8131	Q12980
8131	B7Z220
8131	B7Z6Q0
8131	Q9BTE2
83732	Q9BRS2
124935	Q8N370
2176	Q00597
2176	A0A024R9N2
2176	A0A087WW44
2176	B4E3W2
51559	Q86UY8
219743	Q2T9J0
8879	O95470
81608	Q6UN15
26051	Q96T49
7187	Q13114
7187	A6NHG8
27303	Q6XE24
930	P15391
80823	Q6PI77
9425	Q9Y232
5252	O43189
5252	A0A140VJR4
5252	A0A1U9X8A3
26574	Q9NY61
5239	Q15124
84698	Q9BXY5
84698	B9A061
6581	O75751
340152	A2A288
388115	Q6ZUT6
51310	Q8WUG5
5875	Q92696
84450	Q96ME7
84450	B4DES6
84450	B7Z9P6
7625	Q16587
7625	A8K5P3
7625	Q05BG0
23619	Q9NZV7
23619	A0A024R4S8
22978	P49902
22978	A0A384MED8
22978	A8K6K2
55593	Q96G74
55593	A0A024QZ09
5327	P00750
5327	B4DN26
83893	Q9BXB7
83893	A0A140VJV8
284111	Q86YT5
284111	Q68D44
4300	P42568
4300	A0A0S2Z448
169522	Q8TDN2
57102	Q9NQ89
255231	Q8IZK6
10463	Q6PML9
10463	A0A0S2Z514
51422	Q9UGJ0
51422	A0A090N8Q6
51422	A0A384MDZ2
51422	A0A494C068
51422	A0A494C1K7
51422	B7Z6X8
51422	E9PGP6
50508	Q9HBY0
441381	Q50LG9
80829	Q96JP5
80829	A0A024R4Z1
80829	A0A024R4Z4
121260	Q8N697
56203	Q0VAK6
55152	Q5D0E6
40	Q16515
4848	Q9NZN8
4848	A0A024RBD8
4848	B2RDX7
4848	B3KTL6
4848	F8VUB4
4848	F8VV52
10522	O75398
5471	Q06203
5471	A8K4H7
5471	Q59G63
126075	P0C7I6
10713	Q53GS9
10713	A0A087X1B2
10713	B3KMG1
10713	B3KPG7
10713	B7Z7L9
256815	Q8IYJ2
2539	P11413
2539	A0A384NL00
51096	Q9Y5J1
8526	P52429
8526	A1L4Q0
79269	Q5QP82
79269	A0A0A0MQT4
64236	Q96JY6
51386	Q9Y262
2326	Q01740
2326	A0A024R934
2326	B2RCG5
6511	P48664
6511	B7Z7Q5
6242	Q9BST9
84168	Q9H6X2
84168	Q53FL1
84168	Q96EC6
56896	Q9BPU6
129025	P59817
129025	A0A0G2JN84
126248	Q6ZMY6
9942	O75191
80235	Q86VD9
80235	B4DL68
53632	Q9UGI9
10691	Q9Y692
10691	B1AT47
10691	B2RCN8
92736	Q7RTS6
84254	Q8N5S9
84254	J3KPJ3
55731	Q8WU58
55731	A0A024QZ60
55731	B3KQ88
55731	B3KTH5
55731	B4DRX9
27439	Q9BXQ6
55765	Q3KP66
92689	Q8IWE2
92689	A1MMZ0
10758	O43734
56259	Q8WYA6
9751	O15079
9751	A0A3B3IRY9
129080	Q96A84
129080	B0QYK5
284339	Q8NBT3
5971	Q01201
5971	D6R992
23291	Q9UKB1
23291	B4DH70
64087	Q9HCC0
64087	A0A140VK29
25871	Q6NW34
25871	B4DHL5
25871	B4DJ73
25871	B4DUV5
80347	Q13057
57172	Q96NX5
8394	Q99755
8394	A6PW57
26289	Q9Y6K8
5236	P36871
5236	B4DDQ8
5236	B7Z6C2
56926	Q969V3
79849	Q86UT5
79849	B0YJ61
126432	Q6ZS11
93	Q13705
11101	O95260
11101	B3KWA3
11101	B4DK25
11101	B4E107
11101	F5GXE4
5136	P54750
5136	B7Z226
5136	B7Z7A2
5136	Q9Y633
200081	P40222
79066	Q86W50
79066	B7Z3X7
100132074	A0A1X9RU27
10278	O43281
80381	Q5ZPR3
80381	A0A0C4DGH0
80381	A8K9J6
6011	Q15835
153129	Q8NBW4
153129	A0A024QZR9
153129	B3KVK8
79748	Q9HAT1
51363	Q7LFX5
51363	B4DH74
170394	Q6NUJ5
3454	P17181
3454	A0A494C0E2
990	Q99741
990	A0A024R1S2
55188	Q9NVN3
55188	A0A024RBG9
55188	B7WPL0
170392	Q8WWZ8
6512	O00341
6512	A0A087WUF9
6512	F1T0D3
6512	F1T0D4
6512	G1CT06
60686	Q9H972
60686	A0A0C4DFZ6
22827	Q9UHX1
79791	Q5XUX0
79791	A0A0C4DGU8
170302	Q96QS3
91775	Q969Y0
9340	O95838
9340	A0A384MTS7
9340	B2RAN4
252983	Q6ZWJ1
252983	B5MCT9
55735	Q9NVH1
55735	B4DGD5
730130	B2RXF0
7791	Q15942
7791	Q96AF9
7554	P17098
7554	B3KS94
153562	Q8N4S9
254170	Q7Z6M2
4677	O43776
57465	Q9ULP9
7920	O95870
7920	A0A1U9X777
7920	B3KNX9
93643	Q5JTD0
93643	A0A024RD56
5746	P49190
5746	B4DFN8
100653515	Q96MC4
3959	Q08380
3959	A0A0S2Z3Y1
6928	P35680
6928	A0A087WZC2
6928	A0A0C4DGS8
6928	E0YMJ6
6928	Q6FHW6
10655	Q9Y5R5
10655	Q05C20
10655	Q5HYK2
55810	Q9P0K8
2799	P15586
2799	A0A024RBC5
2799	Q7Z3X3
7188	O00463
286826	Q5TKA1
286826	Q6P142
2817	P35052
2817	A0A384NPH9
2817	H7C410
53832	Q9UHF4
51062	Q8WXF7
51062	A0A0S2Z5A2
51062	A0A0S2Z5B0
51062	Q53F53
25988	Q9BQA5
25988	A0A024R3F5
160762	Q8NA47
160762	G3V217
27033	Q9Y2Y4
342908	Q494X3
64943	Q9H857
286676	Q86SU0
55171	Q9NVR7
57190	Q9NZV5
4248	Q09327
134526	Q8WYK0
57452	Q8N428
57452	Q68VJ8
9362	O95741
9362	B3KWK1
2821	P06744
2821	A0A2U3TZU2
2821	B4DE36
10039	Q9Y6F1
10039	A0A024R318
9211	O95970
9211	A0A0S2Z4S7
9211	A0A0S2Z4X3
9211	A0A0S2Z5G1
9211	A0A1B0GUD3
64386	Q9NPA2
5170	O15530
55758	Q9P2K3
254187	Q3SY00
79816	Q9H808
79816	Q6PJM9
4298	Q03111
6950	P17987
6950	E7EQR6
114294	P83111
25963	Q8NBN3
57720	Q5VW38
57720	G5E994
85450	Q8IWB1
222962	Q7RTT9
2239	O75487
201973	Q96LW4
201973	A0A5S6SZ32
115677	Q8IVI9
50809	Q5SSJ5
94005	Q96S52
94005	Q8NBL9
94005	Q96IR5
4747	P07196
2053	P34913
63950	Q96SC8
2557	P48169
2557	X5D7F5
56955	Q9NQ76
56955	A0A024RDD1
56955	Q8NC19
10457	Q14956
10457	A0A024RA55
10457	Q96F58
25820	Q9Y4X5
84910	Q96K49
51733	Q9UBR1
51733	A0A024R1H3
51733	B3KNC1
92922	Q96A19
54492	A8MQ27
326	O43918
201292	Q6PJ69
113828	Q8NEG4
5551	P14222
80342	Q9Y228
80342	B1AJU2
80342	B3KWQ9
55867	Q9NSA0
51678	Q9NZW5
51678	A0A024RA25
51678	B8ZZG1
79989	A0AVF1
79989	B7Z1H0
79989	B7Z2T3
79989	Q96CU4
154043	Q6P9H4
9173	Q01638
4613	P04198
4613	A0A1W2PPD9
4613	Q9H224
642636	Q9H4I0
84684	Q96T92
10620	Q8IVW6
8930	O95243
79839	Q68D86
64860	Q6P1M9
10694	P50990
10694	Q7Z759
28982	Q9Y5Y0
28982	B2RB38
253012	A8MVW5
253012	C9JN07
442721	Q6P5Q4
83875	Q9BYV7
83875	B2RCV8
81620	Q9H211
4089	Q13485
4089	A0A024R274
498	P25705
498	V9HW26
5127	Q00536
5127	A0A024R183
5127	A0A140VK97
5127	Q9BRL4
131890	Q8WTQ7
79058	Q9BZE9
388336	Q6ZSJ9
2583	Q00973
2583	B4DSP5
55089	Q969I6
55089	A0A024R0X7
80198	Q96NY9
80198	Q53ES5
10855	Q9Y251
341880	A4IF30
341880	G3V4Z9
27079	Q8IZ73
79623	Q96FL9
79623	B7Z5C5
27324	O15405
735	P02748
79012	Q8NCB2
79012	A0A024R331
79012	A0A140VKD5
83986	Q9H0X4
221476	Q6UXB8
8535	O00257
8535	A0A0S2Z5B2
390792	Q6A163
6646	P35610
5970	Q04206
5970	A0A087X0W8
27244	Q9Y6P5
9628	P49758
9628	B7Z2A0
9628	B7Z2N1
9628	Q2M3K2
342035	Q6ZMI3
342035	Q14DE1
150962	Q3MIT2
150962	A8K6R4
55006	Q9BVS5
8501	O75387
8501	A0A024R4Y3
2983	Q02153
2983	B7Z685
2983	B7Z6G8
2983	B7Z9H9
2983	D6RC99
2983	E9PCN2
81603	Q9BZR9
7755	O95201
7755	I0J0A3
9197	O00400
116138	Q9BQ90
116085	Q96S37
116085	B3KP53
90874	Q5TEC3
54873	Q9NP74
54873	A0A0S2Z5E7
285971	Q96BV0
8895	O75131
8895	A0A024R994
734	Q9Y236
734	A0A024R9D5
2077	P50548
2077	A0A024R0L4
1690	O43405
1690	A0A2U3TZE7
55070	Q7L5Y6
55070	A0A024RC56
117166	Q96NZ8
85414	Q96JT2
55721	Q4KMZ1
65244	Q86XZ4
65244	A0A024R101
2329	P31512
9633	Q9Y4I5
132671	Q8TC71
132671	A0A140VKF4
54963	Q9NWZ5
54963	Q53HM1
4675	Q99457
4675	Q8IYV1
1370	P22792
203190	Q8N145
8664	O15371
2965	P32780
2965	A0A384MTQ8
136306	Q8N434
9812	Q14154
56927	Q9NPR9
56927	G5E9L6
100529215,7730	Q13360
11282	Q9UQ53
55329	Q8NEH6
55329	B3KQ70
6642	Q13596
84962	Q96IF1
92715	Q9BTV6
1638	P40126
55530	Q8N4V2
221184	Q96FN4
147948	Q96NG8
147948	A0A024R4P7
10864	Q9Y694
129881	Q0VFZ6
129881	B4DX81
55140	Q9H9T3
55140	B4DKA4
55140	B4DXV1
8395	O14986
8395	Q7KYT6
6821	P51687
6821	A0A024RB79
55356	Q8IZD6
127795	Q8N0U7
113263	Q86VQ1
55781	Q9BVS4
150771	Q6GPH6
81501	Q9H295
160777	Q8IWA6
222487	Q86Y34
222487	B4DVW2
222487	F8W8F7
56301	Q9NS82
25999	Q96DZ5
26354	Q9BVP2
3423	P22304
3423	B4DGD7
202500	Q5JU00
84186	Q8N3Z6
84186	Q05DN1
10524	Q92993
10524	A0A024R597
10524	A0A024R5E8
81573	Q8N6S4
6342	P22307
6342	A0A384NY87
6342	B2R761
6342	E9PLD1
6342	Q59HG9
54606	Q9NY93
51696	Q9UBI9
5427	P56282
80344	Q8TEB1
80344	B3KSW2
80344	Q59GN6
57506	Q7Z434
94059	Q96B70
94059	A0A087WVD1
81832	Q8TDF5
81832	A0A024R375
221785	Q6NSZ9
3273	P04196
2296	Q12948
2296	W6CJ52
7566	P17022
7566	B3KXT5
79887	Q6P4A8
7203	P49368
7203	B3KX11
7203	Q59H77
55203	Q8N0V4
29999	Q9NQT6
29999	A0A140VK18
10575	P50991
26205	Q9UKD1
26205	B4DQS0
23759	Q13356
23759	A0A024R1C1
23759	A8K0I0
101060200	A8MT65
55794	Q9NUL7
56853	Q9BZC1
51163	Q9UK59
269	Q16671
90806	Q5VTE6
90806	B7Z297
90806	B7Z5N3
90806	Q96AL9
3385	P32942
3385	A0A024R7C1
3385	K7ERN2
5496	O15355
5496	Q6IAU5
80778	Q8IZ26
80778	A0A0C4DG42
283208	Q7Z4N8
79050	Q9BVI4
54947	Q7L5N7
64714	Q13087
9376	Q8TCC7
9376	B2R807
10963	P31948
10963	V9HW72
55119	Q5VTL8
113612	Q7Z449
23138	O15049
3780	Q92952
10574	Q99832
130557	Q8N8E2
64215	Q96KC8
84675	Q9BYV6
7014	Q15554
3628	P49441
3628	Q6IBG4
84519	Q8NEB7
84519	A0A140VJD6
64858	Q9H816
23155	Q96S66
23155	A0A024R095
23155	A0A024R0G0
10320	Q13422
10320	A0A2R8Y4D3
10320	C9JTB0
10320	R9R4D9
1958	P18146
1958	Q546S1
5238	O95394
5238	J3KN95
55788	Q9NUN5
7444	Q86Y07
7444	A8K9L2
11182	Q9UGQ3
7189	Q9Y4K3
55239	Q8N543
6507	P43003
6507	A0A024R050
6507	A0A087WT87
6507	A0A087X0U3
6507	B4DF14
6507	Q7Z5T0
6507	Q8N169
11044	Q5XG87
11044	B4E0T3
11044	B7ZLL4
375298	Q49MI3
646960	P0CW18
10043	O60784
10043	B3KUF5
283375	Q6ZMH5
283375	A0A024RB24
2494	O00482
2494	F1D8R9
84867	P54829
84867	B7Z2F8
84867	Q86TL3
25923	Q6DD88
25923	B4DXC4
25923	F5H6I7
81609	Q96L92
81609	A0A2R8Y8A7
79971	Q5T9L3
7368	Q16880
9488	Q92521
92906	Q8WVV9
92906	A0A0S2Z6K1
92906	A8K894
9760	O94900
84364	Q8N6H7
84364	G5E9L0
163175	Q8N135
163175	A5D6Y5
22948	P48643
22948	B4DDU6
22948	B4DX08
22948	B4DYC8
22948	B7ZAR1
22948	E7ENZ3
22948	E9PCA1
22948	V9HW37
91869	Q96AA3
2030	Q99808
2888	Q14449
55135	Q9BUR4
8322	Q9ULV1
22854	Q9Y2I2
22854	B4DKF0
22854	Q5IEC3
22854	Q5IEC8
22854	X5DNW2
200008	Q5VXM1
153642	Q6UWY0
84539	Q969V1
10936	O95800
26012	Q6X4W1
26012	A8K7L5
8767	O43353
8767	A0A0S2Z4Z8
54550	Q7Z6G3
6645	Q13425
6645	A0A024R732
2814	P40197
2992	P46976
5096	P05166
7726	Q12899
7726	A0A024RCP3
51602	Q9Y2X3
79137	Q8NC44
79137	B3KR51
8435	O75908
501	P49419
154214	Q8TC41
154214	B3KVC8
283652	Q71RS6
1545	Q16678
1545	Q53TK1
89891	Q96EX3
220108	Q86V42
140901	Q8TDR2
93100	Q6XQN6
54621	Q8N0Z9
5819	Q92692
6510	Q15758
6510	Q59ES3
123591	Q2M3C6
55280	Q69YN2
55280	A0A0S2Z5E9
55280	D3DR67
54857	Q9HCC8
3836	P52294
3836	B3KXZ2
3357	P41595
80256	Q7L5A3
25771	Q8WUA7
25771	A0A0A0MRY0
25771	B0QYI1
2017	Q14247
2017	A0A024R5M3
2017	Q53HG7
115399	Q8IYG6
51043	O15156
374877	Q8NA69
8809	Q13478
22845	Q9UPQ8
22845	A0A0S2Z597
64170	Q9H257
64170	A0A024R8F1
79673	Q86UD4
79673	A0A024R4Q4
83473	Q8IYT4
339761	Q4G0S4
339761	A1P3N0
1593	Q02318
374955	Q7Z572
7306	P17643
3902	P18627
255394	Q8N4U5
255394	A0A024RBH4
81839	Q8TAA9
81839	A0A024R0E3
84879	Q8NA29
84879	B4DNN7
84879	E7EPI8
84879	Q71RE4
153579	Q6UXG8
153579	Q8N324
54207	P57789
4329	Q02252
4329	A0A024R6G4
130951	Q8TC57
130951	B3KX03
79998	Q8N9V6
2139	O00167
2139	E7ETN2
22888	O94941
116328	Q49A92
4883	P17342
4883	A8K4A5
4883	Q60I31
6257	P28702
6257	A0A0G2JKR7
6257	A0A0S2Z570
6257	B7Z7J5
6257	Q5STP9
2629	P04062
2629	A0A068F658
2629	B7Z6S9
22938	Q13573
22938	G3V3A4
9655	O75159
65110	Q9H1J1
65110	B3KUE7
148268	Q96NI8
148268	K7EP39
10849	O15446
7342	Q9NZI7
7342	A0A024R2J0
7342	A8KAN5
3455	P48551
3455	Q9BUA0
10458	Q9UQB8
10458	I3L4C2
51816	Q9NZK5
51816	A0A087X0I3
51816	B4E3Q4
10576	P78371
10576	V9HW96
5153	Q01064
5153	A0A024RB59
5153	B3KX78
5153	B4DK72
5153	Q7Z364
133308	Q86UD5
133308	A0A024RDJ7
133308	B7Z488
133308	B7Z676
133308	E9PE63
90378	Q6SPF0
80127	Q8ND07
11320	Q9UM21
29959	Q9UHY1
29959	F8W6G1
11054	Q9NZT2
91452	Q5T8D3
91452	B7Z2A7
91452	B7Z2R7
91452	B7Z9D0
91452	Q8NCM9
7574	P17031
7574	V9HW07
390616	P0C6C1
64689	Q9BQQ3
64689	A0A024R2U5
64689	B3KPY8
64689	B4E1H8
79847	Q14CX5
6567	P36021
5208	O60825
686	P43251
162417	Q8N159
162417	Q2NKP2
84514	Q8N2G8
84514	A0A024R1Y7
5709	O43242
5033	P13674
5033	Q5VSQ6
83417	Q96PJ5
150160	Q96SF2
5589	P14314
5589	B4DJQ5
5589	K7ELL7
3298	Q03933
3298	Q9BS48
9960	Q9Y6I4
9960	Q6JHV3
8027	Q92783
8027	B4DZT2
26233	Q8N531
11200	O96017
8883	Q13564
22835	Q9Y2G7
22835	D3Y2A0
2813	P55259
2813	B7Z1G2
2813	Q68D34
30812	P57073
286097	Q86XE3
54020	P57057
94015	Q9BSA4
94015	B4DKD1
94015	Q8N3U8
147111	Q6P988
200150	Q8N7P1
200150	A0A024R3S7
6050	P13489
6050	A0A140VJT8
448834	Q5T749
10623	Q9BUI4
2330	P49326
2330	A0A024QYY6
7469	Q9H3P2
7469	A0A0C4DFX9
389206	Q6ZU67
91050	Q6ZUS6
91050	A0A0U1RQD2
6916	P24557
6916	A0A0A0MSK3
6916	A0A0C4DH47
6916	B4DVP1
6916	Q53F23
440503	Q00G26
154075	Q8N6K7
10811	Q86UR1
219287	Q8N7J2
6725	Q9H3Y6
143630	Q8IYU4
166863	Q8TBY0
100131897	A6NMK8
166979	Q86Y33
134218	Q5F1R6
79888	Q8NF37
79888	D3DTC2
22807	Q9UKS7
22807	A0A024R3Z4
63906	Q96I76
2886	Q14451
2886	A0A0S2Z4F6
30009	Q9UL17
657	P36894
2327	Q99518
2327	B4E2Q9
2327	Q5JPC7
658	O00238
658	A8KAE3
1133	P08912
1133	A0A024R9I2
1133	Q8IVW0
64773	Q9H1Q7
162073	Q3MIP1
1041	Q15517
1041	G8JLG2
6603	Q92925
6603	J3KMX2
7716	Q14119
7716	J3QSH4
26286	Q9NP61
26286	A0A024R4U0
10472	Q99592
79577	Q6P1J9
9311	Q9UHC3
9311	A0A090N7X8
9311	A0A090N8Q1
9311	A0A090N8Z6
339366	Q6ZMM2
339366	A4QPG6
339366	Q0VD77
339366	X6R4H8
112939	Q96RE7
112939	A0A024R7E0
126410	Q6NT55
84898	Q6UX71
57546	Q9P2J9
50615	Q9HBE5
91851	Q9BU40
10050	Q9Y2C5
10050	A0A024R013
84733	Q14781
11168	O75475
768	Q16790
768	A0A0S2Z3D0
7299	P14679
7299	L8B082
60626	Q9NPQ8
9586	Q02930
79696	Q53FD0
79696	A0A024R6E6
79696	H0YE08
79696	J3KMY6
411	P15848
411	A0A024RAJ9
411	A8K4A0
6509	P43007
9584	Q14498
9584	A0A384NQ03
9584	B4DRA0
9584	E1P5S2
9584	Q6N037
80067	Q5H9S7
80067	F5H7W1
3838	P52292
55105	Q9NW75
23432	Q8N6U8
23432	A0A0A0MQW8
84954	Q8N594
84954	W4VSR2
6692	O43278
3073	P06865
3073	A0A0S2Z3W3
3073	B4DVA7
3073	H3BP20
4091	O43541
3787	Q96KK3
3787	A2RUL8
137209	Q7Z3I7
65057	Q96AP0
65057	A0A590TQL1
55789	Q8WUY9
956	O75355
162681	Q8IYD9
162681	I7GY12
162681	I7HAS0
340260	A6NJT0
83985	Q9H2V7
83985	A0A024QZ93
158747	Q8NHP6
158747	R4GMN1
256356	Q6ZS86
8565	P54577
8565	A0A0S2Z4R1
283989	Q7Z6J9
2118	P43268
3742	P17658
506	P06576
506	V9HW31
196374	Q8N1N4
6905	Q15813
6905	A0A2R8Y6Q1
5660	P07602
5660	A0A024QZQ2
64746	Q9H3P7
64746	A0A024R3P9
23366	Q8NCT3
23366	B4DYW2
23366	E9PE22
83887	Q9BWV7
83887	A0A3B3IRU1
23428	Q9UHI5
23428	Q53EM9
7762	Q9UL58
54920	Q9NX74
54920	A0A024R6Z7
54920	B4DKP8
54920	E7EUN9
117155	Q96P56
117155	F8W9H2
285440	Q6ZWL3
57587	Q9P2B7
9435	Q9Y4C5
9435	V9HVX9
2268	P09769
2268	P78453
51701	Q9UBE8
51701	A0A024QZ12
80115	Q6UXY1
148789	Q8NCR0
4688	P19878
4688	A0A0S2Z457
84179	Q6UXD7
285676	Q8N9F8
2100	Q92731
2100	A0A348FV93
2100	F1D8N3
2100	Q0PTK2
2100	Q7LCB3
5897	P55895
6899	O43435
6899	D9ZGG0
6899	Q152R5
285203	Q5NDL2
124454	Q5JPH6
57018	Q9UK58
7915	P51649
7915	X5D299
7915	X5DQN2
696	Q13410
696	Q4VAN2
10254	O75886
54757	Q96MK3
54757	B7Z4Y3
54757	L8B8N7
54757	Q8IYA5
124590	Q495M9
124590	B4DL95
79053	Q9BVK2
79053	A0A024R5K5
10196	O60678
10196	Q8WUV3
4595	Q9UIF7
4595	D3DPZ6
4595	E5KP25
4595	E5KP26
4595	E5KP27
4595	E5KP28
4595	E9PM53
55296	Q8N5T2
6446	O00141
6446	B7Z325
6446	E9PR89
129642	Q6ZWT7
129642	B0AZU0
